Region,SubRegion,Country,DrugGroup,DrugSubGroup,DrugName,Reference year,Kilograms,msCode
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,223.9405,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cocaine-type,Cocaine,"Cocaine (total of the above, including if unspecified/undistinguished, but excluding coca leaf and coca bush)",2020,0.27942,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2020,0.001331,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Heroin,2020,28.3096,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Opium,2020,124.1263,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2020,323.9134,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2021,0.22186,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2021,1.93,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2021,5.92792,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,790.86616,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2021,0.0021,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,511.14842,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cocaine-type,Cocaine,"Cocaine (total of the above, including if unspecified/undistinguished, but excluding coca leaf and coca bush)",2021,0.01519,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2021,0.0158,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Heroin,2021,102.964692,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Opium,2021,342.69832,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2021,77.85829,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Methadone,2021,0.01656,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Oxycodone,2021,0.0002,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Tramadol,2021,2.636225,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2022,0.20969,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,2.0914,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Cathinone,2022,7.51453,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2022,6.71298,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,753.01278,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2022,0.2983,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2022,636.77253,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2022,0.00003,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Heroin,2022,276.9004,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Opium,2022,387.26466,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2022,138.338,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Methadone,2022,0.0012,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Tramadol,2022,3.6161,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2023,0.7147,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2023,0.00449,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2023,23.65184,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,"Mephedrone (4-methylmethcathinone, 4-MMC)",2023,35.2336,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2023,660.68,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2023,622.6,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cocaine-type,Cocaine,Cocaine hydrochloride,2023,0.00648,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2023,0.00102,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Heroin,2023,101.8,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Opium,2023,322.9,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2023,208.9,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Carfentanil,2023,1.208,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Carfentanil,2023,6.784,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Codeine,2023,0.00611,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Methadone,2023,0.00148,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Tramadol,2023,0.8643,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Sedatives and tranquillizers,Benzodiazepines,"Alprazolam (Xanax, Pranax, Ksalol)",2023,0,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Sedatives and tranquillizers,Benzodiazepines,"Alprazolam (Xanax, Pranax, Ksalol)",2023,0.105,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Sedatives and tranquillizers,Benzodiazepines,"Alprazolam (Xanax, Pranax, Ksalol)",2023,0.06,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2023,0.19058,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2019,736,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2019,112,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (Spice),2019,0,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Heroin,2019,41,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,Opium,2019,225,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2019,63,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Opioids,Pharmaceutical opioids,Tramadol,2019,24,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Sedatives and tranquillizers,Non-specified sedatives and tranquillizers,Non-specified sedatives and tranquillizers,2019,1,UZB
Asia,Central Asia and Transcaucasia,Uzbekistan,Sedatives and tranquillizers,Other sedatives and tranquillizers,Other sedatives and tranquillizers,2019,1,UZB
Asia,East and South-East Asia,Brunei Darussalam,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2020,0.03,BRN
Asia,East and South-East Asia,Brunei Darussalam,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2020,31.98253,BRN
Asia,East and South-East Asia,Brunei Darussalam,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,1.3,BRN
Asia,East and South-East Asia,Brunei Darussalam,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2020,0.17923,BRN
Asia,East and South-East Asia,Brunei Darussalam,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2020,0.2299,BRN
Asia,East and South-East Asia,Brunei Darussalam,Sedatives and tranquillizers,Benzodiazepines,"Nimetazepam (Erimin, “Happy Five”)",2020,0.0003,BRN
Asia,East and South-East Asia,Brunei Darussalam,Sedatives and tranquillizers,Benzodiazepines,"Nimetazepam (Erimin, “Happy Five”)",2020,0.00162,BRN
Asia,East and South-East Asia,Brunei Darussalam,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2021,0.0005,BRN
Asia,East and South-East Asia,Brunei Darussalam,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2021,3.39529,BRN
Asia,East and South-East Asia,Brunei Darussalam,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,0.08428,BRN
Asia,East and South-East Asia,Brunei Darussalam,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2022,0.00029,BRN
Asia,East and South-East Asia,Brunei Darussalam,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,1.27712,BRN
Asia,East and South-East Asia,Brunei Darussalam,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,1.19508,BRN
Asia,East and South-East Asia,Brunei Darussalam,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,0.4,BRN
Asia,East and South-East Asia,Brunei Darussalam,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2022,0.06156,BRN
Asia,East and South-East Asia,Brunei Darussalam,NPS,Plant-based NPS,Kratom (Mitragyna speciosa),2022,0.007075,BRN
Asia,East and South-East Asia,Brunei Darussalam,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2023,0.00124,BRN
Asia,East and South-East Asia,Brunei Darussalam,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2023,0.0018,BRN
Asia,East and South-East Asia,Brunei Darussalam,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2023,4.42228,BRN
Asia,East and South-East Asia,Brunei Darussalam,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2023,6.2917,BRN
Asia,East and South-East Asia,Brunei Darussalam,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2023,0.1,BRN
Asia,East and South-East Asia,Brunei Darussalam,NPS,Plant-based NPS,Kratom (Mitragyna speciosa),2023,5,BRN
Asia,East and South-East Asia,Brunei Darussalam,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2019,3,BRN
Asia,East and South-East Asia,Brunei Darussalam,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2019,6,BRN
Asia,East and South-East Asia,Brunei Darussalam,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Cathinone,2019,80,BRN
Asia,East and South-East Asia,Brunei Darussalam,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2019,6,BRN
Asia,East and South-East Asia,Brunei Darussalam,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2019,0,BRN
Asia,East and South-East Asia,Brunei Darussalam,NPS,Plant-based NPS,Kratom (Mitragyna speciosa),2019,1,BRN
Asia,East and South-East Asia,Brunei Darussalam,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (“Spice”),2019,5,BRN
Asia,East and South-East Asia,Brunei Darussalam,Sedatives and tranquillizers,Benzodiazepines,"Nimetazepam (Erimin, “Happy Five”)",2019,0,BRN
Asia,East and South-East Asia,Brunei Darussalam,Sedatives and tranquillizers,Benzodiazepines,"Nimetazepam (Erimin, “Happy Five”)",2019,0,BRN
Asia,East and South-East Asia,Cambodia,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2020,73.5,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,“Yaba”,2020,3.88998,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2020,863.5,KHM
Asia,East and South-East Asia,Cambodia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,292.2,KHM
Asia,East and South-East Asia,Cambodia,Cocaine-type,Cocaine,"Cocaine (total of the above, including if unspecified/undistinguished, but excluding coca leaf and coca bush)",2020,0.5,KHM
Asia,East and South-East Asia,Cambodia,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2020,112.5,KHM
Asia,East and South-East Asia,Cambodia,Opioids,Opiates,Heroin,2020,299,KHM
Asia,East and South-East Asia,Cambodia,Sedatives and tranquillizers,Benzodiazepines,"Nimetazepam (Erimin, “Happy Five”)",2020,9.4,KHM
Asia,East and South-East Asia,Cambodia,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2021,58.4118,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,“Yaba”,2021,5.6817,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2021,947.947,KHM
Asia,East and South-East Asia,Cambodia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,135.1,KHM
Asia,East and South-East Asia,Cambodia,Cocaine-type,Cocaine,"Cocaine (total of the above, including if unspecified/undistinguished, but excluding coca leaf and coca bush)",2021,1.989,KHM
Asia,East and South-East Asia,Cambodia,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2021,2782.774,KHM
Asia,East and South-East Asia,Cambodia,Opioids,Opiates,Heroin,2021,275.576,KHM
Asia,East and South-East Asia,Cambodia,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2022,198.54,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,“Yaba”,2022,27.24,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,1076.76,KHM
Asia,East and South-East Asia,Cambodia,Cocaine-type,Cocaine,"Cocaine (total of the above, including if unspecified/undistinguished, but excluding coca leaf and coca bush)",2022,0.51,KHM
Asia,East and South-East Asia,Cambodia,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2022,13504.49,KHM
Asia,East and South-East Asia,Cambodia,Opioids,Opiates,Heroin,2022,70.8,KHM
Asia,East and South-East Asia,Cambodia,Sedatives and tranquillizers,Benzodiazepines,"Nimetazepam (Erimin, “Happy Five”)",2022,29.54,KHM
Asia,East and South-East Asia,Cambodia,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2023,324.2601,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2023,1436.8,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2023,5.32998,KHM
Asia,East and South-East Asia,Cambodia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2023,45.2,KHM
Asia,East and South-East Asia,Cambodia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2023,1795,KHM
Asia,East and South-East Asia,Cambodia,Cocaine-type,Cocaine,Cocaine hydrochloride,2023,8.7,KHM
Asia,East and South-East Asia,Cambodia,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2023,1040.3,KHM
Asia,East and South-East Asia,Cambodia,Opioids,Opiates,Heroin,2023,166.6,KHM
Asia,East and South-East Asia,Cambodia,Precursors,Non-specified precursors,Non-specified precursors,2023,837,KHM
Asia,East and South-East Asia,Cambodia,Sedatives and tranquillizers,Benzodiazepines,"Nimetazepam (Erimin, “Happy Five”)",2023,6.9,KHM
Asia,East and South-East Asia,Cambodia,“Ecstasy”-type substances,“Ecstasy”-type substances,"Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2019,115,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2019,385,KHM
Asia,East and South-East Asia,Cambodia,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2019,44,KHM
Asia,East and South-East Asia,Cambodia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2019,103,KHM
Asia,East and South-East Asia,Cambodia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2019,18194,KHM
Asia,East and South-East Asia,Cambodia,Cocaine-type,Cocaine,Cocaine hydrochloride,2019,1,KHM
Asia,East and South-East Asia,Cambodia,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2019,33,KHM
Asia,East and South-East Asia,Cambodia,Opioids,Opiates,Heroin,2019,0,KHM
Asia,East and South-East Asia,China,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2020,147.2255,CHN
